"inventory_id";"snapshot_date";"warehouse_id";"product_id";"stock_on_hand";"reorder_point";"safety_stock";"inventory_value";"days_of_inventory";"snapshot_date_clean"
"INV008420";"2025-02-28";"W050";"P0048";"47";164;62;936068.6;17.0;"2025-02-28"
"INV008421";"2023-01-19";"W015";"P0147";"698";46;29;10049858.19;167.4;"2023-01-19"
"INV008422";"2025-01-21";"W006";"P0259";"188";153;47;4759633.55;19.0;"2025-01-21"
"INV008424";"2024-05-12";"W018";"P0379";"355";31;10;16051927.0;165.1;"2024-05-12"
"INV008425";"2024-03-19";"W010";"P0329";"153";44;15;1972627.58;8.2;"2024-03-19"
"INV008426";"2023-08-17";"W040";"P0024";"";27;10;4956027.83;15.5;"2023-08-17"
"INV008427";"2025-10-31";"W004";"P0263";"514";45;25;21372210.33;27.8;"2025-10-31"
"INV008429";"2023-09-01";"W044";"P0204";"9317";89;36;436818407.75;573.6;"2023-09-01"
"INV008430";"2023-03-28";"W015";"P0246";"799";20;13;13012930.28;56.0;"2023-03-28"
"INV008431";"2023-09-01";"W009";"P0004";"";50;19;8271605.3;31.4;"2023-09-01"
"INV008432";"2025-01-25";"W009";"P0166";"194";35;21;7784984.0;19.8;"2025-01-25"
"INV008433";"2025-04-30";"W045";"P0005";"262";36;14;4445069.77;24.2;"2025-04-30"
"INV008434";"2024-01-20";"W035";"P0291";"796";140;77;25778431.58;68.8;"2024-01-20"
"INV008435";"2025-02-14";"W024";"P0499";"258";50;17;3209993.04;154.6;"2025-02-14"
"INV008436";"2025-07-18";"W050";"P0418";"0";32;10;0.0;0.0;"2025-07-18"
"INV008437";"2025-12-27";"W018";"P0373";"956";106;53;23852459.23;80.2;"2025-12-27"
"INV008438";"2023-02-20";"W021";"P0017";"8322";184;79;141317860.12;1102.3;"2023-02-20"
"INV008439";"2023-06-09";"W044";"P0437";"917";32;21;29583295.45;267.7;"2023-06-09"
"INV008442";"2025-12-22";"W013";"P0203";"436";37;20;11226373.73;30.8;"2025-12-22"
"INV008443";"2025-04-23";"W029";"P0061";"546";39;20;19008363.47;82.8;"2025-04-23"
"INV008444";"2023-10-04";"W044";"P0023";"670";88;55;14281453.49;61.6;"2023-10-04"
"INV008445";"2024-10-02";"W005";"P0241";"342";139;80;4405654.36;30.8;"2024-10-02"
"INV008448";"2023-03-02";"W032";"P0427";"227";197;131;1600363.82;15.2;"2023-03-02"
"INV008449";"2023-04-28";"W032";"P0490";"0";145;74;0.0;0.0;"2023-04-28"
"INV008450";"2025-12-17";"W036";"P0173";"690";43;25;12071719.17;37.0;"2025-12-17"
"INV008451";"2023-04-20";"W021";"P0410";"701";57;22;26479212.94;44.3;"2023-04-20"
"INV008453";"2023-10-13";"W047";"P0224";"859";199;118;36945185.3;65.3;"2023-10-13"
"INV008454";"2024-07-27";"W017";"P0385";"134";187;109;4126114.83;24.5;"2024-07-27"
"INV008456";"2023-06-11";"W011";"P0054";"244";114;66;5806437.73;67.1;"2023-06-11"
"INV008458";"2024-08-01";"W012";"P0386";"595";198;125;21502321.69;91.9;"2024-08-01"
"INV008459";"2024-04-01";"W026";"P0011";"";128;70;19371548.89;71.6;"2024-04-01"
"INV008460";"2024-02-17";"W044";"P0155";"18499";18;11;499239924.37;3934.0;"2024-02-17"
"INV008461";"2025-09-12";"W017";"P0316";"170";34;19;2435642.9;38.5;"2025-09-12"
"INV008463";"2024-11-05";"W002";"P0455";"564";78;39;5907857.87;74.9;"2024-11-05"
"INV008464";"2025-01-28";"W002";"P0369";"681";109;53;33646876.77;89.6;"2025-01-28"
"INV008466";"2023-02-20";"W012";"P0160";"74";77;47;2844687.8;4.7;"2023-02-20"
"INV008469";"2024-11-04";"W027";"P0199";"445";43;14;20781139.09;35.4;"2024-11-04"
"INV008471";"2023-06-09";"W034";"P0463";"74";82;26;2870794.36;7.0;"2023-06-09"
"INV008473";"2025-01-25";"W008";"P0425";"902";125;83;31196430.88;47.2;"2025-01-25"
"INV008474";"2025-06-19";"W046";"P0143";"";83;33;10210855.05;254.3;"2025-06-19"
"INV008475";"2024-04-19";"W009";"P0155";"361";18;7;3420692.14;91.4;"2024-04-19"
"INV008476";"2025-06-07";"W027";"P0402";"354";128;68;1960377.05;18.4;"2025-06-07"
"INV008477";"2025-12-27";"W024";"P0035";"427";148;69;12202107.34;35.9;"2025-12-27"
"INV008478";"2023-05-09";"W049";"P0424";"202";183;125;5261155.63;49.6;"2023-05-09"
"INV008479";"2023-04-21";"W029";"P0228";"683";82;51;24124535.79;35.2;"2023-04-21"
"INV008480";"2024-05-11";"W019";"P0070";"993";28;11;35090859.77;118.6;"2024-05-11"
"INV008483";"2023-02-06";"W022";"P0250";"679";78;37;1898819.09;71.7;"2023-02-06"
"INV008484";"2023-06-20";"W031";"P0284";"417";44;20;4556406.63;30.1;"2023-06-20"
"INV008488";"2025-08-04";"W043";"P0358";"337";126;83;3065439.14;21.6;"2025-08-04"
"INV008490";"2024-03-11";"W049";"P0029";"994";94;61;37660022.86;340.1;"2024-03-11"
"INV008491";"2023-07-08";"W002";"P0209";"61";90;27;2958908.44;6.2;"2023-07-08"
"INV008492";"2024-10-14";"W041";"P0033";"468";73;50;14937584.44;53.4;"2024-10-14"
"INV008493";"2023-07-04";"W018";"P0251";"423";36;23;20278811.78;25.6;"2023-07-04"
"INV008495";"2023-08-06";"W023";"P0376";"208";123;64;1404739.15;23.6;"2023-08-06"
"INV008496";"2023-11-28";"W008";"P0307";"567";35;17;19173477.22;53.8;"2023-11-28"
"INV008497";"2025-03-15";"W049";"P0015";"552";159;91;18758593.02;58.3;"2025-03-15"
"INV008498";"2024-10-09";"W023";"P0462";"998";55;17;33168081.87;66.8;"2024-10-09"
"INV008499";"2023-05-24";"W040";"P0035";"10724";148;81;117353840.2;4097.3;"2023-05-24"
"INV008500";"2025-05-30";"W026";"P0164";"424";39;13;20865625.16;21.9;"2025-05-30"
"INV008502";"2025-09-11";"W008";"P0303";"0";98;36;0.0;0.0;"2025-09-11"
"INV008503";"2023-03-02";"W040";"P0243";"832";170;69;34651683.92;130.4;"2023-03-02"
"INV008504";"2023-07-27";"W036";"P0398";"807";46;14;28722107.87;123.3;"2023-07-27"
"INV008505";"2025-05-02";"W013";"P0495";"6";164;69;91025.6;3.5;"2025-05-02"
"INV008506";"2025-03-21";"W004";"P0347";"504";87;33;10476752.83;27.7;"2025-03-21"
"INV008507";"2025-11-09";"W029";"P0456";"974";77;50;5295683.77;85.8;"2025-11-09"
"INV008508";"2025-03-20";"W035";"P0258";"518";176;61;4234984.96;57.1;"2025-03-20"
"INV008509";"2023-07-18";"W031";"P0283";"79";177;67;3101524.08;4.8;"2023-07-18"
"INV008511";"2025-11-22";"W047";"P0170";"257";72;29;7395961.73;57.6;"2025-11-22"
"INV008512";"2025-12-12";"W006";"P0130";"0";165;79;0.0;0.0;"2025-12-12"
"INV008513";"2023-07-16";"W012";"P0134";"227";116;65;5993510.01;12.5;"2023-07-16"
"INV008515";"2024-01-30";"W047";"P0239";"287";119;61;341144.35;15.3;"2024-01-30"
"INV008517";"2024-09-29";"W018";"P0202";"92";15;10;656393.06;30.1;"2024-09-29"
"INV008518";"2024-08-15";"W033";"P0378";"12";33;17;356459.97;1.6;"2024-08-15"
"INV008519";"2024-11-30";"W011";"P0036";"469";64;34;1096005.1;33.2;"2024-11-30"
"INV008520";"2024-08-01";"W035";"P0198";"938";75;39;11308644.48;102.3;"2024-08-01"
"INV008521";"2023-03-21";"W047";"P0379";"812";31;16;19401980.83;44.4;"2023-03-21"
"INV008522";"2023-12-11";"W020";"P0006";"283";21;8;1674025.49;104.8;"2023-12-11"
"INV008523";"2025-06-16";"W002";"P0385";"";187;92;1389431.62;4.7;"2025-06-16"
"INV008524";"2023-08-17";"W005";"P0422";"732";183;127;15876347.94;87.0;"2023-08-17"
"INV008526";"2024-11-01";"W036";"P0217";"507";96;56;9060816.3;106.1;"2024-11-01"
"INV008528";"2023-02-02";"W005";"P0445";"876";71;33;1929701.37;199.0;"2023-02-02"
"INV008529";"2024-05-06";"W031";"P0474";"";40;14;13788117.85;16.7;"2024-05-06"
"INV008530";"2025-10-31";"W015";"P0121";"200";20;9;7481825.47;40.1;"2025-10-31"
"INV008531";"2025-04-23";"W031";"P0357";"116";45;15;3078768.27;95.7;"2025-04-23"
"INV008533";"2023-08-10";"W034";"P0444";"360";85;57;5663399.15;28.6;"2023-08-10"
"INV008535";"2025-08-25";"W045";"P0361";"";37;14;7693890.8;34.9;"2025-08-25"
"INV008536";"2025-01-23";"W036";"P0374";"68";85;41;2793033.83;4.7;"2025-01-23"
"INV008537";"2024-10-23";"W021";"P0425";"168";125;53;817859.71;150.2;"2024-10-23"
"INV008538";"2023-06-20";"W007";"P0056";"";189;105;364187050.17;1728.9;"2023-06-20"
"INV008539";"2023-09-09";"W024";"P0329";"191";44;24;1720268.94;88.2;"2023-09-09"
"INV008540";"2024-12-15";"W049";"P0180";"612";120;63;14233551.07;51.7;"2024-12-15"
"INV008542";"2023-07-03";"W045";"P0497";"8";160;59;162364.92;2.1;"2023-07-03"
"INV008543";"2023-04-23";"W011";"P0466";"47";69;33;1103865.69;5.1;"2023-04-23"
"INV008544";"2025-07-07";"W038";"P0136";"51";151;54;1823330.21;4.2;"2025-07-07"
"INV008545";"2025-06-14";"W010";"P0142";"634";170;91;23700470.02;59.2;"2025-06-14"
"INV008547";"2023-04-09";"W019";"P0148";"300";129;67;13457838.8;24.0;"2023-04-09"
"INV008548";"2024-06-06";"W042";"P0056";"0";189;81;0.0;0.0;"2024-06-06"
"INV008549";"2025-10-22";"W005";"P0152";"19785";185;71;735547758.05;2183.9;"2025-10-22"
"INV008551";"2025-07-06";"W029";"P0154";"347";178;115;15934751.06;45.0;"2025-07-06"
"INV008552";"2023-02-28";"W025";"P0479";"702";45;16;32095126.66;37.5;"2023-02-28"
"INV008553";"2025-02-12";"W012";"P0143";"738";83;52;23847181.06;79.5;"2025-02-12"
"INV008554";"2024-05-30";"W016";"P0225";"848";51;31;24896003.73;128.4;"2024-05-30"
"INV008555";"2024-10-18";"W019";"P0428";"154";146;59;1878789.13;9.4;"2024-10-18"
"INV008556";"2023-03-13";"W007";"P0393";"936";180;86;20877045.67;131.3;"2023-03-13"
"INV008557";"2023-05-30";"W004";"P0262";"822";86;37;33017078.28;416.3;"2023-05-30"
"INV008559";"2023-12-29";"W004";"P0010";"750";175;70;35249425.29;69.4;"2023-12-29"
"INV008560";"2024-12-27";"W011";"P0223";"632";49;22;4412997.95;31.8;"2024-12-27"
"INV008563";"2025-08-28";"W018";"P0340";"944";181;73;34282529.65;47.3;"2025-08-28"
"INV008564";"2023-08-14";"W017";"P0174";"387";54;27;12244114.47;105.9;"2023-08-14"
"INV008565";"2024-08-30";"W005";"P0288";"5192";112;36;48901512.88;316.6;"2024-08-30"
"INV008566";"2024-10-17";"W039";"P0218";"612";152;73;23614413.03;90.6;"2024-10-17"
"INV008567";"2023-10-12";"W005";"P0305";"";188;119;14944961.72;76.5;"2023-10-12"
"INV008570";"2025-05-05";"W045";"P0107";"632";87;41;15009260.53;53.7;"2025-05-05"
"INV008571";"2025-10-16";"W018";"P0393";"632";180;80;8209299.71;81.4;"2025-10-16"
"INV008572";"2024-09-21";"W010";"P0079";"220";116;49;5402646.88;25.8;"2024-09-21"
"INV008573";"2025-05-01";"W026";"P0038";"551";49;24;24283062.28;45.3;"2025-05-01"
"INV008574";"2024-05-17";"W040";"P0248";"";79;51;31112552.76;125.9;"2024-05-17"
"INV008575";"2023-07-29";"W033";"P0472";"";93;56;2253627.27;88.9;"2023-07-29"
"INV008576";"2025-05-09";"W028";"P0347";"17";87;49;338051.88;2.8;"2025-05-09"
"INV008578";"2024-06-26";"W001";"P0472";"";93;44;571320.91;89.1;"2024-06-26"
"INV008579";"2023-10-27";"W041";"P0336";"25";148;55;809433.63;1.9;"2023-10-27"
"INV008580";"2025-06-26";"W010";"P0296";"0";38;22;0.0;0.0;"2025-06-26"
"INV008581";"2024-12-25";"W035";"P0387";"259";110;42;1165056.66;91.7;"2024-12-25"
"INV008582";"2025-03-11";"W003";"P0415";"168";127;43;8128950.45;24.6;"2025-03-11"
"INV008583";"2023-05-14";"W012";"P0465";"73";136;67;2309484.82;4.9;"2023-05-14"
"INV008584";"2023-09-08";"W033";"P0499";"35";50;18;686056.13;3.5;"2023-09-08"
"INV008585";"2025-02-28";"W010";"P0269";"765";67;37;24148620.62;123.8;"2025-02-28"
"INV008587";"2023-11-18";"W041";"P0047";"422";36;24;931104.29;26.7;"2023-11-18"
"INV008588";"2024-09-24";"W040";"P0049";"239";23;8;7175148.23;18.8;"2024-09-24"
"INV008589";"2025-10-30";"W049";"P0097";"875";32;19;29091435.75;55.8;"2025-10-30"
"INV008590";"2023-04-30";"W049";"P0024";"248";27;9;7479505.5;14.8;"2023-04-30"
"INV008592";"2025-07-18";"W006";"P0077";"629";79;32;22598229.7;488.5;"2025-07-18"
"INV008593";"2023-02-15";"W026";"P0264";"700";151;56;34956163.68;38.9;"2023-02-15"
"INV008594";"2024-10-30";"W046";"P0119";"78";88;58;267003.8;4.7;"2024-10-30"
"INV008595";"2025-08-07";"W024";"P0324";"824";39;25;10919857.71;68.2;"2025-08-07"
"INV008596";"2023-12-12";"W022";"P0204";"869";89;40;22017863.98;55.4;"2023-12-12"
"INV008597";"2024-03-02";"W047";"P0363";"798";188;111;13530969.6;55.6;"2024-03-02"
"INV008598";"2025-05-09";"W037";"P0430";"88";97;41;3719598.14;4.6;"2025-05-09"
"INV008599";"2023-09-28";"W039";"P0453";"448";24;12;18110527.02;35.6;"2023-09-28"
"INV008600";"2024-06-02";"W035";"P0361";"555";37;21;8642189.67;53.7;"2024-06-02"
"INV008601";"2025-10-14";"W027";"P0495";"20";164;89;583356.62;5.2;"2025-10-14"
"INV008602";"2023-09-17";"W013";"P0030";"29";195;88;168268.79;2.0;"2023-09-17"
"INV008603";"2023-05-18";"W016";"P0370";"214";195;124;996862.63;11.6;"2023-05-18"
"INV008604";"2023-10-23";"W007";"P0058";"530";27;14;9623933.57;48.2;"2023-10-23"
"INV008605";"2025-03-21";"W022";"P0280";"170";90;54;2832984.2;64.1;"2025-03-21"
"INV008606";"2024-06-06";"W017";"P0232";"991";23;10;5217023.57;111.2;"2024-06-06"
"INV008607";"2023-12-24";"W020";"P0326";"";153;89;8134944.33;134.9;"2023-12-24"
"INV008608";"2023-08-14";"W001";"P0320";"367";66;23;5474512.68;32.1;"2023-08-14"
"INV008609";"2024-09-01";"W007";"P0368";"576";46;28;18286982.82;56.9;"2024-09-01"
"INV008610";"2024-07-10";"W027";"P0407";"247";100;47;11992625.21;12.6;"2024-07-10"
"INV008612";"2024-10-06";"W002";"P0024";"";27;9;0.0;0.0;"2024-10-06"
"INV008613";"2025-09-05";"W018";"P0490";"5299";145;56;100400561.87;732.8;"2025-09-05"
"INV008614";"2023-12-15";"W030";"P0243";"638";170;65;7446560.02;147.7;"2023-12-15"
"INV008615";"2025-07-17";"W042";"P0476";"484";93;55;5678043.84;208.8;"2025-07-17"
"INV008616";"2025-06-27";"W036";"P0164";"306";39;22;2581403.27;23.4;"2025-06-27"
"INV008617";"2024-07-05";"W002";"P0211";"297";19;7;1046843.04;38.1;"2024-07-05"
"INV008618";"2025-09-28";"W020";"P0454";"263";137;64;465990.03;34.4;"2025-09-28"
"INV008619";"2023-03-02";"W003";"P0268";"0";24;12;0.0;0.0;"2023-03-02"
"INV008620";"2023-02-11";"W042";"P0480";"327";112;51;13777844.89;31.3;"2023-02-11"
"INV008621";"2023-01-02";"W044";"P0396";"439";66;28;15379739.91;38.3;"2023-01-02"
"INV008622";"2024-09-10";"W033";"P0293";"17421";186;101;604637503.57;3472.7;"2024-09-10"
"INV008623";"2023-09-11";"W016";"P0155";"";18;8;35615468.8;501.2;"2023-09-11"
"INV008624";"2025-07-20";"W048";"P0386";"173";198;137;3029945.73;47.5;"2025-07-20"
"INV008625";"2025-10-30";"W003";"P0439";"308";52;34;8250844.26;21.2;"2025-10-30"
"INV008626";"2024-09-09";"W005";"P0147";"468";46;26;20755915.4;24.5;"2024-09-09"
"INV008628";"2025-02-15";"W034";"P0230";"859";36;20;24684945.86;74.7;"2025-02-15"
"INV008629";"2025-01-18";"W004";"P0088";"739";61;37;27398061.49;82.1;"2025-01-18"
"INV008630";"2025-11-06";"W002";"P0312";"795";82;35;29220207.71;244.0;"2025-11-06"
"INV008631";"2023-11-30";"W015";"P0221";"";189;69;1390217.85;2.3;"2023-11-30"
"INV008633";"2023-04-06";"W038";"P0497";"972";160;50;39155421.31;95.7;"2023-04-06"
"INV008636";"2025-04-06";"W023";"P0227";"";89;40;16064017.12;34.2;"2025-04-06"
"INV008637";"2024-09-20";"W043";"P0322";"6408";190;129;47581976.3;453.3;"2024-09-20"
"INV008638";"2024-01-14";"W044";"P0394";"";183;64;38116766.5;111.8;"2024-01-14"
"INV008639";"2025-05-11";"W032";"P0013";"237";155;84;10443192.3;12.3;"2025-05-11"
"INV008640";"2024-06-06";"W030";"P0331";"311";110;52;6098169.1;24.8;"2024-06-06"
"INV008642";"2023-08-20";"W029";"P0374";"";85;34;32881258.36;163.0;"2023-08-20"
"INV008643";"2024-07-15";"W043";"P0076";"649";143;88;10177778.56;108.3;"2024-07-15"
"INV008645";"2025-06-25";"W033";"P0064";"";93;51;14579351.23;32.7;"2025-06-25"
"INV008647";"2024-11-05";"W020";"P0282";"873";159;53;37827305.24;218.4;"2024-11-05"
"INV008648";"2024-11-24";"W023";"P0240";"315";181;124;1762497.1;19.0;"2024-11-24"
"INV008649";"2025-04-18";"W023";"P0011";"590";128;40;15412580.8;555.4;"2025-04-18"
"INV008650";"2023-11-07";"W017";"P0493";"8539";190;104;133089727.4;1010.7;"2023-11-07"
"INV008651";"2023-10-25";"W011";"P0074";"0";162;111;0.0;0.0;"2023-10-25"
"INV008652";"2024-11-06";"W020";"P0449";"939";189;63;32913603.25;56.2;"2024-11-06"
"INV008653";"2024-07-20";"W034";"P0012";"66";24;14;3158126.94;9.6;"2024-07-20"
"INV008654";"2024-11-30";"W006";"P0120";"695";189;128;12271537.07;50.6;"2024-11-30"
"INV008655";"2024-03-12";"W023";"P0328";"155";148;68;2185007.01;27.0;"2024-03-12"
"INV008657";"2023-06-06";"W050";"P0391";"246";132;59;8097815.18;31.1;"2023-06-06"
"INV008658";"2023-04-06";"W050";"P0210";"155";80;51;3512844.66;11.8;"2023-04-06"
"INV008660";"2023-10-18";"W033";"P0285";"588";155;56;17609026.96;86.0;"2023-10-18"
"INV008661";"2023-07-13";"W006";"P0317";"673";70;33;9388660.39;105.9;"2023-07-13"
"INV008662";"2023-06-03";"W048";"P0335";"716";124;53;25057361.21;101.5;"2023-06-03"
"INV008665";"2025-04-22";"W014";"P0419";"17256";160;64;752790401.17;9578.4;"2025-04-22"
"INV008666";"2025-01-12";"W039";"P0163";"480";176;85;10953575.33;104.8;"2025-01-12"
"INV008667";"2023-03-11";"W035";"P0231";"3";47;19;34377.41;0.2;"2023-03-11"
"INV008669";"2023-01-06";"W010";"P0263";"172";45;16;2570832.18;61.8;"2023-01-06"
"INV008670";"2024-06-23";"W041";"P0429";"483";82;33;22837040.45;50.4;"2024-06-23"
"INV008673";"2025-01-08";"W020";"P0103";"756";98;33;37152801.61;62.9;"2025-01-08"
"INV008674";"2024-02-11";"W012";"P0046";"798";87;34;15706781.86;66.0;"2024-02-11"
"INV008675";"2025-03-27";"W028";"P0148";"6774";129;56;224404038.46;817.2;"2025-03-27"
"INV008676";"2024-10-03";"W008";"P0322";"25";190;71;541409.46;4.5;"2024-10-03"
"INV008677";"2023-04-18";"W020";"P0160";"328";77;45;3274826.02;216.5;"2023-04-18"
"INV008678";"2023-03-04";"W014";"P0370";"837";195;134;5268456.01;208.8;"2023-03-04"
"INV008679";"2023-09-07";"W048";"P0141";"0";111;35;0.0;0.0;"2023-09-07"
"INV008680";"2024-10-25";"W043";"P0292";"512";104;52;8624511.52;131.9;"2024-10-25"
"INV008681";"2023-08-14";"W041";"P0434";"485";69;29;9796365.29;38.5;"2023-08-14"
"INV008682";"2024-04-13";"W044";"P0095";"100";172;104;3933635.78;13.0;"2024-04-13"
"INV008683";"2023-11-21";"W001";"P0382";"575";194;109;14314888.05;39.5;"2023-11-21"
"INV008686";"2023-11-10";"W050";"P0167";"879";123;50;10237838.35;124.9;"2023-11-10"
"INV008687";"2025-12-20";"W010";"P0392";"90";102;44;2596211.44;6.5;"2025-12-20"
"INV008688";"2025-09-08";"W027";"P0448";"595";25;9;6906054.13;220.2;"2025-09-08"
"INV008689";"2024-11-21";"W007";"P0194";"";22;7;5555097.86;58.3;"2024-11-21"
"INV008690";"2025-07-18";"W004";"P0142";"252";170;67;7857181.48;16.2;"2025-07-18"
"INV008691";"2025-11-13";"W022";"P0468";"948";135;90;37873851.88;490.1;"2025-11-13"
"INV008692";"2024-08-22";"W040";"P0211";"739";19;6;32076853.99;65.5;"2024-08-22"
"INV008693";"2025-01-26";"W003";"P0207";"966";49;25;6673590.16;151.1;"2025-01-26"
"INV008694";"2025-04-14";"W004";"P0403";"874";111;46;20655813.86;51.0;"2025-04-14"
"INV008695";"2024-11-25";"W031";"P0472";"420";93;52;12117290.15;77.7;"2024-11-25"
"INV008696";"2023-09-13";"W009";"P0260";"202";83;55;3100411.45;23.4;"2023-09-13"
"INV008698";"2024-03-30";"W049";"P0384";"62";122;39;2039585.89;10.2;"2024-03-30"
"INV008699";"2024-01-15";"W015";"P0499";"10449";50;15;107977595.82;569.1;"2024-01-15"
"INV008700";"2025-06-24";"W011";"P0004";"603";50;24;678008.98;42.0;"2025-06-24"
"INV008701";"2024-06-20";"W047";"P0255";"132";165;106;3745818.69;8.3;"2024-06-20"
"INV008703";"2025-10-07";"W013";"P0324";"60";39;25;2789897.5;13.6;"2025-10-07"
"INV008704";"2025-09-03";"W027";"P0163";"946";176;78;41109206.65;47.7;"2025-09-03"
"INV008705";"2025-09-20";"W014";"P0222";"177";102;42;7307161.37;60.4;"2025-09-20"
"INV008706";"2023-04-20";"W046";"P0400";"826";21;6;35065625.59;181.9;"2023-04-20"
"INV008707";"2023-02-26";"W034";"P0087";"648";67;38;11793108.37;44.6;"2023-02-26"
"INV008708";"2023-06-11";"W049";"P0312";"206";82;36;6274920.31;11.8;"2023-06-11"
"INV008709";"2023-04-28";"W036";"P0298";"412";63;32;20135165.56;25.1;"2023-04-28"
"INV008710";"2023-03-24";"W021";"P0173";"624";43;25;19228701.59;32.7;"2023-03-24"
"INV008711";"2025-11-28";"W022";"P0191";"572";178;115;11122396.96;58.5;"2025-11-28"
"INV008712";"2024-08-11";"W018";"P0053";"541";20;13;25509126.07;213.1;"2024-08-11"
"INV008713";"2024-05-02";"W041";"P0155";"814";18;10;25781858.72;140.4;"2024-05-02"
"INV008714";"2023-12-27";"W040";"P0372";"187";17;8;5752867.19;24.4;"2023-12-27"
"INV008715";"2023-04-25";"W013";"P0498";"376";190;63;13751397.93;65.6;"2023-04-25"
"INV008716";"2024-09-30";"W030";"P0294";"997";158;57;16763401.66;129.9;"2024-09-30"
"INV008718";"2023-10-10";"W025";"P0461";"29";91;57;475178.6;2.3;"2023-10-10"
"INV008720";"2025-01-02";"W016";"P0460";"15";19;10;67429.55;1.3;"2025-01-02"
"INV008721";"2025-03-07";"W012";"P0042";"170";154;46;1147223.31;11.8;"2025-03-07"
"INV008722";"2024-12-14";"W005";"P0452";"382";71;44;7723255.2;27.4;"2024-12-14"
"INV008723";"2024-01-07";"W001";"P0328";"421";148;67;12096645.57;52.0;"2024-01-07"
"INV008725";"2025-11-10";"W022";"P0407";"140";100;52;3444472.77;15.6;"2025-11-10"
"INV008726";"2023-05-29";"W013";"P0345";"10067";164;53;23260306.26;522.0;"2023-05-29"
"INV008727";"2023-04-24";"W042";"P0143";"805";83;28;10865119.31;61.8;"2023-04-24"
"INV008728";"2025-03-13";"W046";"P0356";"493";174;93;15076124.75;29.4;"2025-03-13"
"INV008729";"2023-08-22";"W050";"P0454";"567";137;50;205661.66;30.3;"2023-08-22"
"INV008732";"2024-04-02";"W010";"P0339";"0";161;75;0.0;0.0;"2024-04-02"
"INV008733";"2023-07-06";"W033";"P0498";"516";190;103;7651074.82;28.5;"2023-07-06"
"INV008734";"2024-02-24";"W044";"P0467";"998";178;104;19146124.04;72.0;"2024-02-24"
"INV008735";"2024-09-30";"W047";"P0302";"923";194;84;25950276.45;170.1;"2024-09-30"
"INV008736";"2024-06-15";"W050";"P0060";"661";19;7;17763246.71;101.1;"2024-06-15"
"INV008738";"2023-07-18";"W019";"P0469";"589";143;94;27093719.25;286.2;"2023-07-18"
"INV008739";"2024-07-26";"W025";"P0112";"695";162;80;1997571.33;42.4;"2024-07-26"
"INV008741";"2025-01-22";"W042";"P0426";"426";104;60;13103174.48;49.3;"2025-01-22"
"INV008742";"2024-08-18";"W040";"P0469";"0";143;75;0.0;0.0;"2024-08-18"
"INV008744";"2025-04-08";"W042";"P0042";"813";154;55;25759985.92;47.2;"2025-04-08"
"INV008745";"2023-06-22";"W043";"P0135";"1";160;64;49596.06;0.1;"2023-06-22"
"INV008747";"2025-12-25";"W048";"P0383";"206";87;45;444612.54;15.4;"2025-12-25"
"INV008749";"2025-02-01";"W037";"P0459";"14440";13;4;357778756.03;1058.2;"2025-02-01"
"INV008750";"2023-05-26";"W011";"P0356";"";174;57;3746047.44;39.9;"2023-05-26"
"INV008751";"2023-06-30";"W035";"P0455";"794";78;46;17745666.62;87.6;"2023-06-30"
"INV008754";"2025-08-16";"W014";"P0400";"352";21;11;10846185.21;85.7;"2025-08-16"
"INV008755";"2025-10-01";"W039";"P0066";"627";87;27;6235040.37;34.4;"2025-10-01"
"INV008757";"2023-10-20";"W010";"P0210";"569";80;25;22071340.57;91.3;"2023-10-20"
"INV008758";"2024-08-31";"W019";"P0178";"686";92;29;25425169.43;46.5;"2024-08-31"
"INV008759";"2023-09-24";"W011";"P0075";"632";124;59;20159651.74;36.5;"2023-09-24"
"INV008761";"2023-02-13";"W046";"P0394";"423";183;102;20552646.69;27.1;"2023-02-13"
"INV008762";"2025-12-15";"W037";"P0412";"768";134;65;30436409.67;259.3;"2025-12-15"
"INV008763";"2023-07-03";"W040";"P0384";"695";122;53;4827222.71;49.4;"2023-07-03"
"INV008764";"2024-10-08";"W030";"P0136";"5841";151;77;234465926.22;517.5;"2024-10-08"
"INV008765";"2024-05-19";"W037";"P0091";"696";183;96;2263507.37;43.3;"2024-05-19"
"INV008766";"2024-12-13";"W002";"P0378";"237";33;11;3998314.7;114.9;"2024-12-13"
"INV008767";"2025-01-04";"W025";"P0368";"63";46;22;2993369.08;4.0;"2025-01-04"
"INV008769";"2023-04-08";"W032";"P0220";"314";31;18;14105511.92;81.7;"2023-04-08"
"INV008770";"2025-07-30";"W039";"P0460";"877";19;12;15052019.08;119.8;"2025-07-30"
"INV008771";"2024-11-11";"W035";"P0482";"526";94;38;13890191.9;37.0;"2024-11-11"
"INV008772";"2024-06-06";"W018";"P0265";"";194;73;21002331.59;94.8;"2024-06-06"
"INV008774";"2025-03-27";"W024";"P0146";"312";53;34;213879.29;21.9;"2025-03-27"
"INV008775";"2023-08-02";"W029";"P0039";"956";24;13;46999984.12;61.8;"2023-08-02"
"INV008776";"2023-09-28";"W006";"P0440";"81";185;75;36449.23;13.5;"2023-09-28"
"INV008777";"2024-07-02";"W040";"P0038";"672";49;26;31676790.62;97.1;"2024-07-02"
"INV008778";"2023-03-14";"W025";"P0394";"932";183;127;320638.96;76.7;"2023-03-14"
"INV008779";"2023-01-04";"W037";"P0363";"93";188;122;72564.16;5.7;"2023-01-04"
"INV008780";"2025-03-30";"W017";"P0470";"347";44;24;3389413.32;95.2;"2025-03-30"
