"shipment_id";"order_id";"warehouse_id";"carrier_name";"dispatch_date";"delivery_date";"shipping_cost";"shipping_status";"dispatch_date_clean";"delivery_date_clean";"rn"
"SHP011494";"ORD008317";"W033";"FedEx";"2025-08-20";"2025-08-31";421.02;"Delivered";"2025-08-20";"2025-08-31";1
"SHP011495";"ORD004622";"W021";"DTDC";"2025-12-08";"";877.03;"In Transit";"2025-12-08";"";1
"SHP011496";"ORD006149";"W032";"Ekart";"2023-06-26";"2023-07-08";1496.86;"Delivered";"2023-06-26";"2023-07-08";1
"SHP011497";"ORD000073";"W009";"Blue Dart";"2023-01-30";"2023-02-17";486.91;"Delivered";"2023-01-30";"2023-02-17";1
"SHP011498";"ORD009050";"W044";"FedEx";"2023-05-14";"2023-05-20";58.44;"Delivered";"2023-05-14";"2023-05-20";1
"SHP011499";"ORD014451";"W042";"Shadowfax";"2023-08-12";"2023-09-03";1470.71;"Delivered";"2023-08-12";"2023-09-03";1
"SHP011500";"ORD014877";"W007";"Gati";"2024-06-05";"2024-06-29";233.13;"Delivered";"2024-06-05";"2024-06-29";1
"SHP011501";"ORD013832";"W030";"FedEx";"2024-05-31";"2024-06-05";1488.09;"Delivered";"2024-05-31";"2024-06-05";1
"SHP011502";"ORD002429";"W044";"Delhivery";"2023-02-23";"2023-02-27";1379.81;"Delivered";"2023-02-23";"2023-02-27";1
"SHP011503";"ORD013906";"W023";"";"2025-11-28";"2025-12-28";1305.7;"Delivered";"2025-11-28";"2025-12-28";1
"SHP011504";"ORD010995";"W002";"";"2025-04-22";"2025-05-07";785.65;"Delayed";"2025-04-22";"2025-05-07";1
"SHP011505";"ORD006343";"W007";"FedEx";"2023-10-28";"2023-11-18";441.43;"Delivered";"2023-10-28";"2023-11-18";1
"SHP011506";"ORD007520";"W007";"Shadowfax";"2025-01-19";"2025-01-24";1479.38;"Delivered";"2025-01-19";"2025-01-24";1
"SHP011507";"ORD009245";"W006";"Ekart";"2025-11-02";"2025-11-15";253.07;"Delayed";"2025-11-02";"2025-11-15";1
"SHP011508";"ORD013694";"W044";"DTDC";"2025-06-07";"2025-07-04";615.18;"Delivered";"2025-06-07";"2025-07-04";1
"SHP011509";"";"W019";"XpressBees";"2025-01-21";"";1910.89;"Lost";"2025-01-21";"";1
"SHP011510";"ORD012193";"W011";"Delhivery";"2024-07-12";"2024-08-11";1440.18;"Delivered";"2024-07-12";"2024-08-11";1
"SHP011511";"ORD003426";"W002";"Blue Dart";"2025-09-29";"2025-10-29";1117.26;"Delivered";"2025-09-29";"2025-10-29";1
"SHP011512";"ORD011124";"W006";"Delhivery";"2025-03-02";"2025-03-31";1440.63;"Delivered";"2025-03-02";"2025-03-31";1
"SHP011513";"ORD003354";"W023";"";"2024-11-15";"2024-12-02";397.56;"Delivered";"2024-11-15";"2024-12-02";1
"SHP011514";"ORD006417";"W025";"XpressBees";"2025-07-20";"2025-08-06";570.56;"Delivered";"2025-07-20";"2025-08-06";1
"SHP011515";"ORD002885";"W022";"Shadowfax";"2025-05-25";"2025-06-21";61416.28;"Delivered";"2025-05-25";"2025-06-21";1
"SHP011516";"ORD006970";"W004";"DTDC";"2024-08-01";"2024-08-26";870.66;"Delivered";"2024-08-01";"2024-08-26";1
"SHP011517";"ORD008834";"W019";"Shadowfax";"2023-06-14";"2023-07-12";1574.3;"Delivered";"2023-06-14";"2023-07-12";1
"SHP011518";"";"W044";"XpressBees";"2025-03-07";"2025-03-11";773.97;"Delayed";"2025-03-07";"2025-03-11";1
"SHP011519";"ORD005392";"W013";"DTDC";"2023-04-07";"2023-04-10";890.32;"Delivered";"2023-04-07";"2023-04-10";1
"SHP011520";"ORD005716";"W012";"Shadowfax";"2024-07-23";"2024-08-21";532.19;"Delivered";"2024-07-23";"2024-08-21";1
"SHP011521";"ORD011278";"W022";"Delhivery";"2023-02-03";"";1288.98;"In Transit";"2023-02-03";"";1
"SHP011522";"ORD006677";"W016";"Blue Dart";"2025-11-19";"2025-12-17";1710.97;"Delivered";"2025-11-19";"2025-12-17";1
"SHP011523";"ORD004025";"W010";"XpressBees";"2025-08-02";"2025-08-14";1249.15;"Delivered";"2025-08-02";"2025-08-14";1
"SHP011524";"ORD007936";"W038";"XpressBees";"2024-03-30";"";1999.85;"In Transit";"2024-03-30";"";1
"SHP011525";"ORD006922";"W014";"DTDC";"2025-01-15";"2025-02-12";341.94;"Delivered";"2025-01-15";"2025-02-12";1
"SHP011526";"ORD009263";"W039";"Blue Dart";"2023-11-30";"2023-12-01";658.98;"Delivered";"2023-11-30";"2023-12-01";1
"SHP011527";"ORD001948";"W007";"Shadowfax";"2025-04-01";"2025-04-03";1240.97;"Delivered";"2025-04-01";"2025-04-03";1
"SHP011528";"ORD010345";"W009";"XpressBees";"2024-09-26";"2024-10-10";1889.87;"Delivered";"2024-09-26";"2024-10-10";1
"SHP011529";"ORD005428";"W026";"Blue Dart";"2024-04-26";"2024-04-28";627.84;"Delivered";"2024-04-26";"2024-04-28";1
"SHP011530";"ORD007418";"W011";"Shadowfax";"2025-03-05";"";1547.87;"In Transit";"2025-03-05";"";1
"SHP011531";"ORD011863";"W039";"";"2023-08-20";"";198.83;"In Transit";"2023-08-20";"";1
"SHP011532";"ORD010170";"W017";"Gati";"2023-05-14";"2023-05-23";934.65;"Delivered";"2023-05-14";"2023-05-23";1
"SHP011533";"ORD014233";"W044";"Ekart";"2023-03-29";"";1546.4;"In Transit";"2023-03-29";"";1
"SHP011534";"ORD012281";"W004";"XpressBees";"2023-08-10";"2023-09-04";296.5;"Delivered";"2023-08-10";"2023-09-04";1
"SHP011535";"ORD009914";"W035";"XpressBees";"2023-02-20";"2023-03-08";320.28;"Delivered";"2023-02-20";"2023-03-08";1
"SHP011536";"ORD009970";"W037";"Delhivery";"2024-04-02";"2024-04-10";650.4;"Delivered";"2024-04-02";"2024-04-10";1
"SHP011537";"ORD000720";"W027";"Delhivery";"2023-02-23";"";1418.09;"In Transit";"2023-02-23";"";1
"SHP011538";"ORD011947";"W007";"Delhivery";"2023-08-21";"2023-08-27";1406.18;"Delivered";"2023-08-21";"2023-08-27";1
"SHP011539";"ORD007431";"W048";"";"2024-03-08";"";45920.41;"In Transit";"2024-03-08";"";1
"SHP011540";"ORD012233";"W043";"XpressBees";"2024-11-20";"2024-12-20";1106.44;"Delivered";"2024-11-20";"2024-12-20";1
"SHP011541";"ORD008970";"W041";"FedEx";"2023-07-28";"2023-08-24";172.2;"Delivered";"2023-07-28";"2023-08-24";1
"SHP011542";"ORD012497";"W046";"Delhivery";"2025-11-04";"2025-11-27";1315.37;"Delayed";"2025-11-04";"2025-11-27";1
"SHP011543";"ORD014767";"W037";"FedEx";"2025-01-06";"2025-01-15";203.13;"Delivered";"2025-01-06";"2025-01-15";1
"SHP011544";"";"W021";"XpressBees";"2024-04-12";"2024-05-02";382.58;"Delivered";"2024-04-12";"2024-05-02";1
"SHP011545";"";"W007";"FedEx";"2025-07-12";"2025-07-22";435.99;"Delivered";"2025-07-12";"2025-07-22";1
"SHP011546";"ORD007664";"W004";"XpressBees";"2023-12-09";"2023-12-14";854.82;"Delivered";"2023-12-09";"2023-12-14";1
"SHP011547";"ORD003466";"W006";"";"2023-07-27";"2023-07-29";385.51;"Delivered";"2023-07-27";"2023-07-29";1
"SHP011548";"ORD009070";"W041";"Blue Dart";"2024-11-28";"2024-12-12";1908.71;"Delivered";"2024-11-28";"2024-12-12";1
"SHP011549";"ORD011261";"W038";"Blue Dart";"2023-01-14";"2023-01-29";1620.15;"Delivered";"2023-01-14";"2023-01-29";1
"SHP011550";"ORD011548";"W024";"Shadowfax";"2025-12-27";"2026-01-13";396.75;"Delivered";"2025-12-27";"2026-01-13";1
"SHP011551";"ORD014821";"W026";"FedEx";"2024-11-28";"2024-12-14";1041.4;"Delivered";"2024-11-28";"2024-12-14";1
"SHP011552";"ORD005481";"W006";"";"2023-07-20";"2023-08-01";458.24;"Delayed";"2023-07-20";"2023-08-01";1
"SHP011553";"ORD003547";"W016";"";"2023-11-01";"2023-11-07";762.4;"Delivered";"2023-11-01";"2023-11-07";1
"SHP011554";"ORD011043";"W005";"Shadowfax";"2025-01-27";"2025-02-19";1371.42;"Delivered";"2025-01-27";"2025-02-19";1
"SHP011555";"ORD002723";"W016";"Delhivery";"2025-07-07";"2025-07-31";1652.82;"Delivered";"2025-07-07";"2025-07-31";1
"SHP011556";"ORD011438";"W020";"XpressBees";"2023-12-03";"2023-12-20";579.03;"Delayed";"2023-12-03";"2023-12-20";1
"SHP011557";"ORD010477";"W027";"Delhivery";"2024-10-25";"2024-10-31";1084.04;"Delivered";"2024-10-25";"2024-10-31";1
"SHP011558";"ORD011006";"W026";"";"2025-11-29";"2025-12-20";597.57;"Delivered";"2025-11-29";"2025-12-20";1
"SHP011559";"ORD008567";"W018";"";"2025-05-18";"";846.83;"In Transit";"2025-05-18";"";1
"SHP011560";"ORD008552";"W037";"XpressBees";"2023-12-26";"2024-01-14";477.61;"Delivered";"2023-12-26";"2024-01-14";1
"SHP011561";"ORD011574";"W043";"Shadowfax";"2024-02-05";"2024-03-05";1098.14;"Delivered";"2024-02-05";"2024-03-05";1
"SHP011562";"";"W026";"FedEx";"2024-03-24";"2024-03-29";1246.58;"Delivered";"2024-03-24";"2024-03-29";1
"SHP011563";"ORD006511";"W047";"Delhivery";"2025-09-12";"2025-10-08";98.34;"Delivered";"2025-09-12";"2025-10-08";1
"SHP011564";"ORD014116";"W033";"Delhivery";"2025-10-09";"2025-10-23";22843.08;"Delivered";"2025-10-09";"2025-10-23";1
"SHP011565";"ORD002878";"W022";"Delhivery";"2025-06-23";"";909.55;"In Transit";"2025-06-23";"";1
"SHP011566";"ORD004934";"W028";"Blue Dart";"2024-07-28";"2024-08-19";954.98;"Delivered";"2024-07-28";"2024-08-19";1
"SHP011567";"";"W001";"FedEx";"2024-06-17";"2024-06-19";1660.42;"Delivered";"2024-06-17";"2024-06-19";1
"SHP011568";"ORD006437";"W050";"FedEx";"2023-08-25";"2023-09-09";1702.02;"Delivered";"2023-08-25";"2023-09-09";1
"SHP011569";"ORD010414";"W022";"Gati";"2023-04-20";"2023-05-08";1299.08;"Delivered";"2023-04-20";"2023-05-08";1
"SHP011570";"ORD001982";"W007";"Shadowfax";"2024-12-20";"2025-01-14";872.46;"Delivered";"2024-12-20";"2025-01-14";1
"SHP011571";"ORD001352";"W013";"Ekart";"2025-03-27";"2025-04-08";754.24;"Delivered";"2025-03-27";"2025-04-08";1
"SHP011572";"ORD002147";"W020";"Delhivery";"2025-01-04";"2025-01-28";769.35;"Delivered";"2025-01-04";"2025-01-28";1
"SHP011573";"ORD009338";"W006";"FedEx";"2024-03-26";"2024-04-04";787.16;"Delivered";"2024-03-26";"2024-04-04";1
"SHP011574";"ORD009140";"W016";"FedEx";"2025-06-16";"2025-06-23";633.57;"Delayed";"2025-06-16";"2025-06-23";1
"SHP011575";"ORD004128";"W043";"Shadowfax";"2024-07-20";"";1740.63;"In Transit";"2024-07-20";"";1
"SHP011576";"ORD002114";"W007";"FedEx";"2023-01-11";"2023-01-30";755.33;"Delayed";"2023-01-11";"2023-01-30";1
"SHP011577";"ORD002821";"W021";"";"2023-07-01";"";33012.9;"In Transit";"2023-07-01";"";1
"SHP011578";"ORD002437";"W050";"Gati";"2025-01-10";"2025-01-30";1435.27;"Delivered";"2025-01-10";"2025-01-30";1
"SHP011579";"ORD006324";"W029";"DTDC";"2024-08-23";"2024-09-10";1436.7;"Delivered";"2024-08-23";"2024-09-10";1
"SHP011580";"ORD014300";"W021";"Ekart";"2025-05-04";"";1503.32;"In Transit";"2025-05-04";"";1
"SHP011581";"ORD013590";"W049";"Gati";"2025-11-28";"2025-12-13";1453.09;"Delayed";"2025-11-28";"2025-12-13";1
"SHP011582";"ORD012321";"W040";"XpressBees";"2024-06-18";"2024-07-10";265.06;"Delivered";"2024-06-18";"2024-07-10";1
"SHP011583";"ORD012410";"W042";"DTDC";"2024-06-30";"2024-07-10";957.62;"Delivered";"2024-06-30";"2024-07-10";1
"SHP011584";"ORD002502";"W005";"Ekart";"2025-06-03";"2025-06-29";632.36;"Delivered";"2025-06-03";"2025-06-29";1
"SHP011585";"ORD011528";"W004";"Ekart";"2024-04-25";"2024-05-02";1889.88;"Delivered";"2024-04-25";"2024-05-02";1
"SHP011586";"ORD013928";"W030";"XpressBees";"2024-08-18";"2024-08-20";112.42;"Delivered";"2024-08-18";"2024-08-20";1
"SHP011587";"ORD005304";"W045";"Ekart";"2024-10-31";"2024-11-16";286.47;"Delivered";"2024-10-31";"2024-11-16";1
"SHP011588";"ORD003352";"W047";"Blue Dart";"2024-01-25";"2024-02-10";1836.16;"Delivered";"2024-01-25";"2024-02-10";1
"SHP011589";"ORD003932";"W039";"";"2024-02-24";"2024-03-14";614.84;"Delivered";"2024-02-24";"2024-03-14";1
"SHP011590";"ORD000823";"W034";"Delhivery";"2025-11-19";"2025-11-26";1140.08;"Delivered";"2025-11-19";"2025-11-26";1
"SHP011591";"";"W044";"Blue Dart";"2023-05-18";"2023-06-09";172.34;"Delivered";"2023-05-18";"2023-06-09";1
"SHP011592";"ORD000728";"W035";"XpressBees";"2023-12-10";"2023-12-25";791.93;"Delivered";"2023-12-10";"2023-12-25";1
"SHP011593";"ORD011648";"W034";"DTDC";"2025-11-22";"2025-12-15";394.69;"Delivered";"2025-11-22";"2025-12-15";1
"SHP011594";"ORD002882";"W011";"FedEx";"2024-11-28";"2024-12-16";52.87;"Delivered";"2024-11-28";"2024-12-16";1
"SHP011595";"ORD000812";"W009";"XpressBees";"2025-09-10";"2025-09-24";1139.64;"Delivered";"2025-09-10";"2025-09-24";1
"SHP011596";"ORD010356";"W019";"";"2025-10-27";"";1709.65;"In Transit";"2025-10-27";"";1
"SHP011597";"ORD000328";"W005";"Ekart";"2023-11-12";"";865.47;"Lost";"2023-11-12";"";1
"SHP011598";"ORD014501";"W029";"DTDC";"2025-09-20";"2025-10-06";574.14;"Delivered";"2025-09-20";"2025-10-06";1
"SHP011599";"ORD004996";"W033";"FedEx";"2023-01-02";"2023-01-23";646.14;"Delivered";"2023-01-02";"2023-01-23";1
"SHP011600";"ORD003527";"W017";"Ekart";"2024-06-16";"2024-06-29";1700.63;"Delivered";"2024-06-16";"2024-06-29";1
"SHP011601";"ORD004230";"W030";"FedEx";"2024-09-18";"2024-10-12";1509.21;"Delivered";"2024-09-18";"2024-10-12";1
"SHP011602";"ORD014985";"W017";"DTDC";"2023-04-25";"2023-05-07";1112.62;"Delivered";"2023-04-25";"2023-05-07";1
"SHP011603";"ORD007280";"W024";"FedEx";"2023-05-27";"2023-05-29";332.65;"Delivered";"2023-05-27";"2023-05-29";1
"SHP011604";"ORD007969";"W026";"Ekart";"2024-03-14";"2024-03-17";158.91;"Delivered";"2024-03-14";"2024-03-17";1
"SHP011605";"ORD010529";"W026";"Blue Dart";"2025-05-01";"2025-05-13";1777.76;"Delivered";"2025-05-01";"2025-05-13";1
"SHP011606";"ORD011682";"W033";"DTDC";"2023-05-10";"2023-06-01";1936.57;"Delivered";"2023-05-10";"2023-06-01";1
"SHP011607";"ORD012350";"W014";"Ekart";"2025-09-27";"2025-10-19";68.15;"Delayed";"2025-09-27";"2025-10-19";1
"SHP011608";"ORD008451";"W024";"Delhivery";"2024-01-15";"2024-02-02";506.1;"Delayed";"2024-01-15";"2024-02-02";1
"SHP011609";"ORD011915";"W032";"Ekart";"2023-01-15";"2023-01-17";1021.76;"Delivered";"2023-01-15";"2023-01-17";1
"SHP011610";"ORD000680";"W033";"Ekart";"2024-05-03";"2024-05-13";1420.6;"Delivered";"2024-05-03";"2024-05-13";1
"SHP011611";"ORD006197";"W022";"";"2023-03-16";"2023-03-27";645.22;"Delayed";"2023-03-16";"2023-03-27";1
"SHP011612";"ORD000845";"W044";"Blue Dart";"2024-05-17";"2024-05-26";116.09;"Delayed";"2024-05-17";"2024-05-26";1
"SHP011613";"ORD004709";"W045";"FedEx";"2024-12-22";"2025-01-07";1868.89;"Delivered";"2024-12-22";"2025-01-07";1
"SHP011614";"ORD013483";"W008";"FedEx";"2025-10-16";"2025-10-31";727.62;"Delivered";"2025-10-16";"2025-10-31";1
"SHP011615";"ORD001881";"W011";"DTDC";"2025-12-28";"2026-01-11";35837.14;"Delivered";"2025-12-28";"2026-01-11";1
"SHP011616";"ORD006199";"W041";"Ekart";"2024-11-26";"2024-12-25";1538.55;"Delivered";"2024-11-26";"2024-12-25";1
"SHP011617";"ORD006319";"W032";"Blue Dart";"2023-08-08";"";1066.82;"In Transit";"2023-08-08";"";1
"SHP011618";"ORD010453";"W029";"Ekart";"2023-06-28";"2023-07-22";940.75;"Delivered";"2023-06-28";"2023-07-22";1
"SHP011619";"ORD002254";"W014";"Delhivery";"2024-10-27";"2024-11-26";1989.91;"Delivered";"2024-10-27";"2024-11-26";1
"SHP011620";"ORD007605";"W034";"FedEx";"2025-07-10";"2025-08-04";1096.61;"Delivered";"2025-07-10";"2025-08-04";1
"SHP011621";"ORD002786";"W031";"Ekart";"2023-08-21";"2023-08-25";910.08;"Delivered";"2023-08-21";"2023-08-25";1
"SHP011622";"";"W036";"Ekart";"2024-09-10";"2024-09-18";1148.43;"Delayed";"2024-09-10";"2024-09-18";1
"SHP011623";"ORD002444";"W036";"";"2023-11-07";"2023-11-27";588.48;"Delivered";"2023-11-07";"2023-11-27";1
"SHP011624";"ORD007798";"W047";"XpressBees";"2023-03-09";"";1250.3;"In Transit";"2023-03-09";"";1
"SHP011625";"ORD014524";"W005";"XpressBees";"2023-12-14";"";1681.7;"Lost";"2023-12-14";"";1
"SHP011626";"ORD000075";"W018";"Gati";"2023-11-05";"2023-12-04";437.83;"Delivered";"2023-11-05";"2023-12-04";1
"SHP011627";"ORD003469";"W049";"Gati";"2025-08-14";"2025-09-01";890.98;"Delivered";"2025-08-14";"2025-09-01";1
"SHP011628";"ORD009115";"W021";"FedEx";"2023-04-19";"2023-05-13";1760.15;"Delivered";"2023-04-19";"2023-05-13";1
"SHP011629";"ORD014718";"W049";"XpressBees";"2023-11-05";"";880.32;"In Transit";"2023-11-05";"";1
"SHP011630";"ORD009730";"W007";"Ekart";"2023-07-11";"2023-07-26";1992.01;"Delivered";"2023-07-11";"2023-07-26";1
"SHP011631";"ORD001130";"W001";"Shadowfax";"2025-03-14";"2025-04-05";1692.3;"Delivered";"2025-03-14";"2025-04-05";1
"SHP011632";"ORD012917";"W013";"Shadowfax";"2023-07-03";"2023-07-16";663.81;"Delivered";"2023-07-03";"2023-07-16";1
"SHP011633";"ORD002355";"W037";"XpressBees";"2024-12-09";"2024-12-25";1595.27;"Delayed";"2024-12-09";"2024-12-25";1
"SHP011634";"ORD013083";"W033";"";"2025-12-26";"2026-01-20";1539.05;"Delivered";"2025-12-26";"2026-01-20";1
"SHP011635";"ORD003289";"W039";"Ekart";"2024-06-13";"2024-06-27";1644.8;"Delivered";"2024-06-13";"2024-06-27";1
"SHP011636";"ORD009176";"W039";"Blue Dart";"2023-01-05";"2023-01-31";1574.12;"Delivered";"2023-01-05";"2023-01-31";1
"SHP011637";"ORD009241";"W023";"FedEx";"2023-08-04";"2023-08-23";1754.96;"Delivered";"2023-08-04";"2023-08-23";1
"SHP011638";"ORD007535";"W020";"Shadowfax";"2023-01-25";"";578.15;"In Transit";"2023-01-25";"";1
"SHP011639";"ORD007163";"W036";"Gati";"2024-07-21";"2024-08-02";1221.27;"Delivered";"2024-07-21";"2024-08-02";1
"SHP011640";"ORD001913";"W034";"XpressBees";"2023-02-17";"2023-03-05";1098.13;"Delivered";"2023-02-17";"2023-03-05";1
"SHP011641";"ORD007750";"W031";"Gati";"2023-09-14";"";685.49;"Lost";"2023-09-14";"";1
"SHP011642";"ORD000803";"W012";"Delhivery";"2024-12-18";"2025-01-01";1119.7;"Delivered";"2024-12-18";"2025-01-01";1
"SHP011643";"ORD011420";"W029";"DTDC";"2023-09-04";"2023-09-18";1126.98;"Delivered";"2023-09-04";"2023-09-18";1
"SHP011644";"";"W014";"FedEx";"2023-11-25";"2023-12-15";1173.01;"Delivered";"2023-11-25";"2023-12-15";1
"SHP011645";"ORD009157";"W031";"Blue Dart";"2023-03-14";"2023-03-27";602.21;"Delivered";"2023-03-14";"2023-03-27";1
"SHP011646";"ORD014926";"W016";"XpressBees";"2024-03-12";"2024-03-21";59064.99;"Delayed";"2024-03-12";"2024-03-21";1
"SHP011647";"ORD004477";"W049";"XpressBees";"2025-08-17";"";374.64;"Lost";"2025-08-17";"";1
"SHP011648";"ORD011816";"W017";"Delhivery";"2025-12-31";"2026-01-20";1290.91;"Delivered";"2025-12-31";"2026-01-20";1
"SHP011649";"ORD013488";"W014";"Gati";"2024-07-07";"2024-07-14";404.33;"Delivered";"2024-07-07";"2024-07-14";1
"SHP011650";"ORD009241";"W004";"Ekart";"2023-03-21";"2023-04-19";1655.49;"Delivered";"2023-03-21";"2023-04-19";1
"SHP011651";"ORD002692";"W023";"Delhivery";"2023-09-18";"2023-10-08";1720.07;"Delivered";"2023-09-18";"2023-10-08";1
"SHP011652";"ORD010997";"W001";"DTDC";"2024-08-30";"2024-09-17";217.73;"Delivered";"2024-08-30";"2024-09-17";1
"SHP011653";"";"W008";"Ekart";"2025-04-26";"2025-05-16";1043.02;"Delivered";"2025-04-26";"2025-05-16";1
"SHP011654";"ORD012411";"W012";"Delhivery";"2024-06-25";"2024-07-13";984.68;"Delivered";"2024-06-25";"2024-07-13";1
"SHP011655";"ORD000621";"W002";"Delhivery";"2025-03-21";"2025-04-08";1297.52;"Delivered";"2025-03-21";"2025-04-08";1
"SHP011656";"ORD000796";"W037";"Gati";"2024-11-23";"2024-12-02";708.43;"Delayed";"2024-11-23";"2024-12-02";1
"SHP011657";"ORD003452";"W004";"Gati";"2024-07-24";"2024-08-20";1959.89;"Delivered";"2024-07-24";"2024-08-20";1
"SHP011658";"ORD014303";"W045";"Blue Dart";"2024-04-10";"";673.67;"In Transit";"2024-04-10";"";1
"SHP011659";"";"W039";"Gati";"2024-10-27";"2024-11-01";1777.82;"Delivered";"2024-10-27";"2024-11-01";1
"SHP011660";"ORD013710";"W038";"DTDC";"2024-03-04";"";1618.33;"In Transit";"2024-03-04";"";1
"SHP011661";"ORD012496";"W004";"Blue Dart";"2025-10-07";"";1191.02;"Lost";"2025-10-07";"";1
"SHP011662";"ORD007191";"W027";"Gati";"2023-07-12";"2023-07-20";1433.09;"Delivered";"2023-07-12";"2023-07-20";1
"SHP011663";"ORD014448";"W042";"Blue Dart";"2024-04-07";"2024-04-21";135.06;"Delivered";"2024-04-07";"2024-04-21";1
"SHP011664";"ORD011509";"W025";"Blue Dart";"2023-10-18";"2023-10-19";1928.82;"Delivered";"2023-10-18";"2023-10-19";1
"SHP011665";"ORD008289";"W029";"XpressBees";"2025-11-15";"2025-11-26";762.64;"Delivered";"2025-11-15";"2025-11-26";1
"SHP011666";"ORD003038";"W043";"Blue Dart";"2025-04-14";"2025-04-23";1105.62;"Delivered";"2025-04-14";"2025-04-23";1
"SHP011667";"ORD007112";"W025";"XpressBees";"2023-06-03";"2023-06-27";71.27;"Delivered";"2023-06-03";"2023-06-27";1
"SHP011668";"ORD014846";"W018";"Ekart";"2025-10-12";"2025-10-27";392.14;"Delivered";"2025-10-12";"2025-10-27";1
"SHP011669";"ORD014198";"W005";"Shadowfax";"2025-07-17";"2025-07-26";1269.37;"Delivered";"2025-07-17";"2025-07-26";1
"SHP011670";"ORD014173";"W017";"Delhivery";"2023-09-02";"2023-09-16";1638.03;"Delivered";"2023-09-02";"2023-09-16";1
"SHP011671";"ORD007504";"W002";"Blue Dart";"2025-10-31";"2025-11-12";1137.8;"Delivered";"2025-10-31";"2025-11-12";1
"SHP011672";"ORD009442";"W004";"Delhivery";"2025-08-04";"2025-09-02";463.25;"Delivered";"2025-08-04";"2025-09-02";1
"SHP011673";"ORD008527";"W041";"FedEx";"2025-06-27";"2025-06-30";631.78;"Delayed";"2025-06-27";"2025-06-30";1
"SHP011674";"ORD004964";"W009";"Blue Dart";"2024-01-05";"2024-01-18";1746.76;"Delivered";"2024-01-05";"2024-01-18";1
"SHP011675";"ORD012378";"W048";"DTDC";"2023-03-03";"2023-04-02";1321.0;"Delivered";"2023-03-03";"2023-04-02";1
"SHP011676";"ORD011198";"W039";"Blue Dart";"2024-08-03";"2024-08-04";692.69;"Delivered";"2024-08-03";"2024-08-04";1
"SHP011677";"";"W004";"Blue Dart";"2023-09-11";"2023-09-15";316.72;"Delivered";"2023-09-11";"2023-09-15";1
"SHP011678";"ORD012246";"W037";"FedEx";"2025-02-23";"2025-03-06";668.25;"Delivered";"2025-02-23";"2025-03-06";1
"SHP011679";"ORD009132";"W016";"Gati";"2024-09-27";"";1313.37;"In Transit";"2024-09-27";"";1
"SHP011680";"ORD010677";"W015";"";"2023-09-29";"";66185.89;"Lost";"2023-09-29";"";1
"SHP011681";"ORD013504";"W013";"XpressBees";"2024-08-08";"2024-09-03";1497.59;"Delivered";"2024-08-08";"2024-09-03";1
"SHP011682";"ORD011845";"W047";"Delhivery";"2023-04-29";"2023-05-02";1777.95;"Delivered";"2023-04-29";"2023-05-02";1
"SHP011683";"";"W023";"Blue Dart";"2023-01-21";"2023-01-23";1307.8;"Delivered";"2023-01-21";"2023-01-23";1
"SHP011684";"ORD000297";"W015";"Blue Dart";"2024-06-02";"2024-06-24";1462.97;"Delayed";"2024-06-02";"2024-06-24";1
"SHP011685";"ORD008914";"W044";"Ekart";"2024-10-25";"2024-11-13";22320.08;"Delivered";"2024-10-25";"2024-11-13";1
"SHP011686";"ORD009861";"W028";"FedEx";"2023-04-08";"2023-05-05";1903.82;"Delivered";"2023-04-08";"2023-05-05";1
"SHP011687";"ORD012744";"W030";"Shadowfax";"2025-02-03";"2025-02-22";804.37;"Delivered";"2025-02-03";"2025-02-22";1
"SHP011688";"ORD011503";"W013";"DTDC";"2025-06-06";"2025-06-09";1389.5;"Delivered";"2025-06-06";"2025-06-09";1
"SHP011689";"ORD002015";"W007";"Delhivery";"2024-04-06";"";1146.71;"In Transit";"2024-04-06";"";1
"SHP011690";"ORD012441";"W030";"Blue Dart";"2024-06-04";"2024-06-24";65679.32;"Delivered";"2024-06-04";"2024-06-24";1
"SHP011691";"ORD006083";"W047";"Shadowfax";"2025-04-23";"2025-05-19";604.77;"Delivered";"2025-04-23";"2025-05-19";1
"SHP011692";"";"W025";"Delhivery";"2024-04-21";"2024-05-01";1309.65;"Delivered";"2024-04-21";"2024-05-01";1
"SHP011693";"ORD000823";"W014";"";"2023-08-04";"";1787.49;"In Transit";"2023-08-04";"";1
"SHP011694";"ORD005548";"W048";"Ekart";"2024-08-28";"";124.8;"In Transit";"2024-08-28";"";1
"SHP011695";"ORD011122";"W016";"Gati";"2025-01-31";"2025-03-02";248.84;"Delivered";"2025-01-31";"2025-03-02";1
"SHP011696";"ORD006859";"W009";"DTDC";"2024-11-09";"2024-11-11";1627.84;"Delivered";"2024-11-09";"2024-11-11";1
"SHP011697";"ORD013394";"W037";"XpressBees";"2025-02-14";"2025-02-21";1952.57;"Delivered";"2025-02-14";"2025-02-21";1
"SHP011698";"ORD006187";"W011";"DTDC";"2023-05-28";"2023-06-15";283.29;"Delivered";"2023-05-28";"2023-06-15";1
"SHP011699";"ORD014330";"W009";"";"2024-04-03";"2024-04-25";1801.66;"Delivered";"2024-04-03";"2024-04-25";1
"SHP011700";"ORD013930";"W031";"XpressBees";"2023-06-07";"2023-06-19";780.33;"Delivered";"2023-06-07";"2023-06-19";1
"SHP011701";"ORD008391";"W039";"Ekart";"2025-10-18";"2025-10-22";910.07;"Delivered";"2025-10-18";"2025-10-22";1
